lei,n_apps,n_black,n_white,penalty_pp,se,t_stat,p_value,significant
549300SXISSKGPHW5702,26135,2018,24117,-12.0718,1.1539,-10.4615,0.0,1
549300XUYE2687NHBM11,2990,233,2757,-3.6387,1.1134,-3.2682,0.001095,1
549300AQN2CY1MGE3J02,2438,297,2141,-13.665,1.5024,-9.0952,0.0,1
549300HD6DNX0QP0Z775,8490,963,7527,-3.4882,0.4723,-7.3854,0.0,1
COINQMNIM6RBU631DD85,75422,2828,72594,-4.4052,0.5278,-8.3458,0.0,1
549300BQPSF250Q8KQ79,878,17,861,2.2035,8.9676,0.2457,0.805958,0
254900ZKF687G440AJ92,1282,90,1192,-3.4298,1.2921,-2.6544,0.008043,1
54930041L7ZI432VT094,2075,140,1935,-3.8685,1.9426,-1.9914,0.046573,1
549300LBK5BTNFKZJD14,11485,956,10529,-11.7335,0.9422,-12.4532,0.0,1
549300J2D35S72FE4K21,844,62,782,-0.0051,5.0421,-0.001,0.999187,0
549300VWURV8LBNGQ353,4253,121,4132,0.119,0.3166,0.3759,0.706973,0
549300V6LKROCIL7OI49,4799,61,4738,1.3815,2.6157,0.5282,0.597414,0
5493005HTCBH4TWCVM82,3800,313,3487,-13.6263,1.7708,-7.695,0.0,1
549300X844WCY1CCL322,903,38,865,1.0665,1.9117,0.5579,0.577058,0
549300R0SQ8LYM3HBY12,2273,226,2047,-25.0764,2.5116,-9.9841,0.0,1
PAOOWF3GUFM46FBSP561,67796,12382,55414,-13.8704,0.4878,-28.4348,0.0,1
5493001IWK74A5N1RE93,458,132,326,-5.8277,2.5001,-2.331,0.020194,1
549300ZZME37MXI1EF14,58036,4298,53738,-3.5833,0.257,-13.9406,0.0,1
54930015EUQKUCIRBQ14,1682,188,1494,-22.3713,3.4102,-6.5601,0.0,1
54930030Z1JWTP3SVD16,15675,1838,13837,-9.8038,0.9968,-9.8353,0.0,1
549300L44U62O7WHRR78,4093,22,4071,-21.1547,8.2271,-2.5713,0.010166,1
254900ARL5FDX2OOH702,13037,464,12573,-17.3433,1.3674,-12.6833,0.0,1
549300VI8UYZW0WTE611,1163,13,1150,4.4036,5.7819,0.7616,0.446441,0
549300NBFK4GO76FTE84,10285,143,10142,-18.9084,2.776,-6.8114,0.0,1
549300LUF8JLB9HKT321,1133,74,1059,-8.9786,2.8209,-3.1829,0.001498,1
549300L04PDEYOR8VJ60,1094,100,994,-0.5726,1.2142,-0.4716,0.637296,0
549300IJ8KTGYPKLXK63,13182,2329,10853,-2.0449,0.4531,-4.5136,6e-06,1
549300LYL7JC81I5DV55,3290,18,3272,-12.9666,6.6496,-1.95,0.051265,0
2549005BWLPEBQA7QJ63,1053,36,1017,-18.0294,7.6551,-2.3552,0.018695,1
254900YPMNKIA6O0HC78,4512,90,4422,-16.843,3.0933,-5.4449,0.0,1
549300GKNMX0ZXKVPE54,2570,198,2372,-0.5673,0.8151,-0.696,0.486477,0
549300ZIQ24V0C88AC41,13488,1596,11892,-14.7163,1.2015,-12.2478,0.0,1
549300OSS620JYU5KR81,364,28,336,-4.5555,2.518,-1.8092,0.071257,0
5493007OXXFLNNHTW637,3104,37,3067,1.8603,2.2376,0.8314,0.405825,0
5493003WN6DPWM6VYA67,4505,191,4314,-20.5783,3.2529,-6.3261,0.0,1
549300VGZHXNY2T0G559,3226,545,2681,-23.9789,1.8135,-13.2226,0.0,1
5493002BHZ2N82ENVH10,8644,617,8027,-8.1565,1.3274,-6.1447,0.0,1
549300W3T1IBMEUW8789,4157,497,3660,-8.5323,1.441,-5.921,0.0,1
549300LI5KT42YX5L588,2121,260,1861,-13.3507,1.8324,-7.2857,0.0,1
549300WK15ESCDNJ5M35,12202,398,11804,-17.7522,1.807,-9.8243,0.0,1
5493002J7RM1JLAXN553,4438,23,4415,-9.8631,6.5647,-1.5024,0.133052,0
549300YUZCW5UUIYIL79,368,53,315,0.0581,4.358,0.0133,0.989371,0
549300DU662K57XBSH20,476,179,297,-3.3875,2.7498,-1.2319,0.218601,0
254900EQ47K76CF2A976,2165,24,2141,3.3898,3.5245,0.9618,0.336274,0
549300QD23LICPXTPB55,8189,298,7891,-2.9611,0.8821,-3.3568,0.000792,1
549300XECJ0294F1ZG19,10049,1575,8474,-2.3196,0.6998,-3.3146,0.000921,1
549300I3HDJ5QJNFPZ87,466,110,356,-6.3151,4.5022,-1.4027,0.16139,0
549300WX4YO71NFO5362,821,196,625,-1.8155,2.047,-0.8869,0.375391,0
549300J8Y8IPQFMMIT88,1752,97,1655,-17.165,2.9156,-5.8873,0.0,1
549300WKFR15017V9850,14145,432,13713,-1.696,0.4676,-3.6272,0.000288,1
549300RFSMIRUODUVW59,27766,150,27616,-17.5655,3.0034,-5.8486,0.0,1
5493001WHVQBGRSWEU75,141571,16090,125481,-11.0965,0.2712,-40.9157,0.0,1
549300D15L4ETR8E9517,361,21,340,-1.0264,6.1077,-0.168,0.866643,0
549300FXZWGDF5ZVOK92,229,34,195,-1.281,3.8787,-0.3303,0.741516,0
549300DM47883NLNBK72,3809,19,3790,4.8591,4.8899,0.9937,0.320425,0
254900BBEPZS8MDE1S61,2169,67,2102,1.07,2.8507,0.3753,0.707452,0
549300CPM35KXH0BZ823,11122,163,10959,-6.8728,3.5077,-1.9594,0.050095,0
549300LQBQA3XIDZPS96,332,14,318,-19.7466,8.7038,-2.2687,0.023938,1
549300GT860C7IVCPZ04,2062,91,1971,-5.8509,2.3747,-2.4638,0.013828,1
254900JPFVLN18XNDG98,2918,311,2607,-4.5697,1.2695,-3.5996,0.000324,1
5493008ZK5SW6NTWB533,964,15,949,-11.5514,7.3171,-1.5787,0.114735,0
549300AHVQ1LDFNP8P69,1134,72,1062,-3.422,3.1948,-1.0711,0.284346,0
549300YNUT7D0FWKU636,9492,123,9369,-23.3054,3.3987,-6.8571,0.0,1
549300FOXIQQV5UZD367,19891,3166,16725,-3.9476,0.3693,-10.689,0.0,1
549300DYB1ZT3UOGPL20,3858,1577,2281,-4.6292,1.37,-3.3791,0.000735,1
254900B9B6TYYGLOXT47,6965,109,6856,-17.9812,2.5945,-6.9305,0.0,1
549300YPQDQJM78AYS70,1573,49,1524,-0.6696,2.6889,-0.249,0.803389,0
549300E02I9FR0A6YT35,553,10,543,0.3967,4.2409,0.0936,0.925501,0
5493008YZRSEXRIR3I97,1685,143,1542,-20.5184,3.8506,-5.3286,0.0,1
549300WKXTUY0SWZNZ90,1542,411,1131,-4.4968,1.7618,-2.5524,0.010794,1
